SECID;INDID;Share;Industry
ART;712130;ART712130;Zoos and Botanical Gardens 
ART;712190;ART712190;Nature Parks and Other Similar Institutions
ART;713110;ART713110;Amusement and Theme Parks 
ART;713120;ART713120;Amusement Arcades
ART;713210;ART713210;Casinos (except Casino Hotels)
ART;713290;ART713290;Other Gambling Industries 
ART;713910;ART713910;Golf Courses and Country Clubs
ART;713920;ART713920;Skiing Facilities
ART;713930;ART713930;Marinas
ART;713940;ART713940;Fitness and Recreational Sports Centers 
ART;713950;ART713950;Bowling Centers
ART;713990;ART713990;All Other Amusement and Recreation Industries 
ACC;721;ACC721;Accommodation
ACC;722;ACC722;Food Services and Drinking Places
ACC;7211;ACC7211;Traveler Accommodation
ACC;7212;ACC7212;RV (Recreational Vehicle) Parks and Recreational Camps
ACC;7213;ACC7213;Rooming and Boarding Houses- Dormitories- and Workers' Camps
ACC;7223;ACC7223;Special Food Services
ACC;7224;ACC7224;Drinking Places (Alcoholic Beverages)
ACC;7225;ACC7225;Restaurants and Other Eating Places
ACC;72111;ACC72111;Hotels (excepCasino Hotels) and Motels
ACC;72112;ACC72112;Casino Hotels
ACC;72119;ACC72119;Other Traveler Accommodation
ACC;72121;ACC72121;RV (Recreational Vehicle) Parks and Recreational Camps
ACC;72131;ACC72131;Rooming and Boarding Houses- Dormitories- and Workers' Camps
ACC;72231;ACC72231;Food Service Contractors
ACC;72232;ACC72232;Caterers
ACC;72233;ACC72233;Mobile Food Services
ACC;72241;ACC72241;Drinking Places (Alcoholic Beverages)
ACC;72251;ACC72251;Restaurants and Other Eating Places
ACC;721110;ACC721110;Hotels (except Casino Hotels) and Motels 
ACC;721120;ACC721120;Casino Hotels
ACC;721191;ACC721191;Bed-and-Breakfast Inns 
ACC;721199;ACC721199;All Other Traveler Accommodation 
ACC;721211;ACC721211;RV (Recreational Vehicle) Parks and Campgrounds 
ACC;721214;ACC721214;Recreational and Vacation Camps (except Campgrounds) 
ACC;721310;ACC721310;Rooming and Boarding Houses- Dormitories- and Workers' Camps 
ACC;722310;ACC722310;Food Service Contractors
ACC;722320;ACC722320;Caterers
ACC;722330;ACC722330;Mobile Food Services
ACC;722410;ACC722410;Drinking Places (Alcoholic Beverages) 
ACC;722511;ACC722511;Full-Service Restaurants 
ACC;722513;ACC722513;Limited-Service Restaurants 
ACC;722514;ACC722514;Cafeterias- Grill Buffets- and Buffets 
ACC;722515;ACC722515;Snack and Nonalcoholic Beverage Bars 
OTH;811;OTH811;Repair and Maintenance
OTH;812;OTH812;Personal and Laundry Services
OTH;813;OTH813;Religious- Grantmaking- Civic- Professional- and Similar Organizations
OTH;814;OTH814;Private Households
OTH;8111;OTH8111;Automotive Repair and Maintenance
OTH;8112;OTH8112;Electronic and Precision Equipment Repair and Maintenance
OTH;8113;OTH8113;Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
OTH;8114;OTH8114;Personal and Household Goods Repair and Maintenance
OTH;8121;OTH8121;Personal Care Services 
OTH;8122;OTH8122;Death Care Services 
OTH;8123;OTH8123;Drycleaning and Laundry Services 
OTH;8129;OTH8129;Other Personal Services 
OTH;8131;OTH8131;Religious Organizations 
OTH;8132;OTH8132;Grantmaking and Giving Services 
OTH;8133;OTH8133;Social Advocacy Organizations 
OTH;8134;OTH8134;Civic and Social Organizations 
OTH;8139;OTH8139;Business- Professional- Labor- Political- and Similar Organizations 
OTH;8141;OTH8141;Private Households
OTH;81111;OTH81111;Automotive Mechanical and Electrical Repair and Maintenance
OTH;81112;OTH81112;Automotive Body- Paint- Interior- and Glass Repair
OTH;81119;OTH81119;Other Automotive Repair and Maintenance
OTH;81121;OTH81121;Electronic and Precision EquipmenRepair and Maintenance
OTH;81131;OTH81131;Commercial and Industrial Machinery and Equipmen(excepAutomotive and Electronic) Repair and Maintenance
OTH;81141;OTH81141;Home and Garden Equipmenand Appliance Repair and Maintenance
OTH;81142;OTH81142;Reupholstery and Furniture Repair
OTH;81143;OTH81143;Footwear and Leather Goods Repair
OTH;81149;OTH81149;Other Personal and Household Goods Repair and Maintenance
OTH;81211;OTH81211;Hair- Nail- and Skin Care Services 
OTH;81219;OTH81219;Other Personal Care Services 
OTH;81221;OTH81221;Funeral Homes and Funeral Services 
OTH;81222;OTH81222;Cemeteries and Crematories 
OTH;81231;OTH81231;Coin-Operated Laundries and Drycleaners 
OTH;81232;OTH81232;Drycleaning and Laundry Services (except Coin-Operated) 
OTH;81233;OTH81233;Linen and Uniform Supply 
OTH;81291;OTH81291;Pet Care (except Veterinary) Services 
OTH;81292;OTH81292;Photofinishing 
OTH;81293;OTH81293;Parking Lots and Garages 
OTH;81299;OTH81299;All Other Personal Services 
OTH;81311;OTH81311;Religious Organizations 
OTH;81321;OTH81321;Grantmaking and Giving Services 
OTH;81331;OTH81331;Social Advocacy Organizations 
OTH;81341;OTH81341;Civic and Social Organizations 
OTH;81391;OTH81391;Business Associations 
OTH;81392;OTH81392;Professional Organizations 
OTH;81393;OTH81393;Labor Unions and Similar Labor Organizations 
OTH;81394;OTH81394;Political Organizations 
OTH;81399;OTH81399;Other Similar Organizations (except Business- Professional- Labor- and Political Organizations) 
OTH;81411;OTH81411;Private HouseholdsT 
OTH;811111;OTH811111;General Automotive Repair 
OTH;811112;OTH811112;Automotive Exhaust System Repair 
OTH;811113;OTH811113;Automotive Transmission Repair 
OTH;811118;OTH811118;Other Automotive Mechanical and Electrical Repair and Maintenance 
OTH;811121;OTH811121;Automotive Body- Paint- and Interior Repair and Maintenance 
OTH;811122;OTH811122;Automotive Glass Replacement Shops 
OTH;811191;OTH811191;Automotive Oil Change and Lubrication Shops 
OTH;811192;OTH811192;Car Washes 
OTH;811198;OTH811198;All Other Automotive Repair and Maintenance 
OTH;811211;OTH811211;Consumer Electronics Repair and Maintenance 
OTH;811212;OTH811212;Computer and Office Machine Repair and Maintenance 
OTH;811213;OTH811213;Communication Equipment Repair and Maintenance 
OTH;811219;OTH811219;Other Electronic and Precision Equipment Repair and Maintenance 
OTH;811310;OTH811310;Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance 
OTH;811411;OTH811411;Home and Garden Equipment Repair and Maintenance 
OTH;811412;OTH811412;Appliance Repair and Maintenance 
OTH;811420;OTH811420;Reupholstery and Furniture Repair
OTH;811430;OTH811430;Footwear and Leather Goods Repair
OTH;811490;OTH811490;Other Personal and Household Goods Repair and Maintenance 
OTH;812111;OTH812111;Barber Shops 
OTH;812112;OTH812112;Beauty Salons 
OTH;812113;OTH812113;Nail Salons 
OTH;812191;OTH812191;Diet and Weight Reducing Centers 
OTH;812199;OTH812199;Other Personal Care Services 
OTH;812210;OTH812210;Funeral Homes and Funeral Services 
OTH;812220;OTH812220;Cemeteries and Crematories 
OTH;812310;OTH812310;Coin-Operated Laundries and Drycleaners 
OTH;812320;OTH812320;Drycleaning and Laundry Services (except Coin-Operated) 
OTH;812331;OTH812331;Linen Supply 
OTH;812332;OTH812332;Industrial Launderers 
OTH;812910;OTH812910;Pet Care (except Veterinary) Services 
OTH;812921;OTH812921;Photofinishing Laboratories (except One-Hour) 
OTH;812922;OTH812922;One-Hour Photofinishing 
OTH;812930;OTH812930;Parking Lots and Garages 
OTH;812990;OTH812990;All Other Personal Services 
OTH;813110;OTH813110;Religious Organizations 
OTH;813211;OTH813211;Grantmaking Foundations 
OTH;813212;OTH813212;Voluntary Health Organizations 
OTH;813219;OTH813219;Other Grantmaking and Giving Services 
OTH;813311;OTH813311;Human Rights Organizations 
OTH;813312;OTH813312;Environment- Conservation and Wildlife Organizations 
OTH;813319;OTH813319;Other Social Advocacy Organizations 
OTH;813410;OTH813410;Civic and Social Organizations 
OTH;813910;OTH813910;Business Associations 
OTH;813920;OTH813920;Professional Organizations 
OTH;813930;OTH813930;Labor Unions and Similar Labor Organizations 
OTH;813940;OTH813940;Political Organizations 
OTH;813990;OTH813990;Other Similar Organizations (except Business- Professional- Labor- and Political Organizations) 
OTH;814110;OTH814110;Private Households
PUB;921;PUB921;Executive- Legislative- and Other General Government Support 
PUB;922;PUB922;Justice- Public Order- and Safety Activities 
PUB;923;PUB923;Administration of Human Resource Programs 
PUB;924;PUB924;Administration of Environmental Quality Programs 
PUB;925;PUB925;Administration of Housing Programs- Urban Planning- and Community Development 
PUB;926;PUB926;Administration of Economic Programs 
PUB;927;PUB927;Space Research and Technology 
PUB;928;PUB928;National Security and International Affairs 
PUB;9211;PUB9211;Executive- Legislative- and Other General Government Support 
PUB;9221;PUB9221;Justice- Public Order- and Safety Activities 
PUB;9231;PUB9231;Administration of Human Resource Programs 
PUB;9241;PUB9241;Administration of Environmental Quality Programs 
PUB;9251;PUB9251;Administration of Housing Programs- Urban Planning- and Community Development 
PUB;9261;PUB9261;Administration of Economic Programs 
PUB;9271;PUB9271;Space Research and Technology 
PUB;9281;PUB9281;National Security and International Affairs 
PUB;92111;PUB92111;Executive Offices 
PUB;92112;PUB92112;Legislative Bodies 
PUB;92113;PUB92113;Public Finance Activities 
PUB;92114;PUB92114;Executive and Legislative Offices- Combined 
PUB;92115;PUB92115;American Indian and Alaska Native Tribal Governments 
PUB;92119;PUB92119;Other General Government Support 
PUB;92211;PUB92211;Courts 
PUB;92212;PUB92212;Police Protection 
PUB;92213;PUB92213;Legal Counsel and Prosecution 
PUB;92214;PUB92214;Correctional Institutions 
PUB;92215;PUB92215;Parole Offices and Probation Offices 
PUB;92216;PUB92216;Fire Protection 
PUB;92219;PUB92219;Other Justice- Public Order- and Safety Activities 
PUB;92311;PUB92311;Administration of Education Programs 
PUB;92312;PUB92312;Administration of Public Health Programs 
PUB;92313;PUB92313;Administration of Human Resource Programs (except Education- Public Health- and Veterans' Affairs Programs) 
PUB;92314;PUB92314;Administration of Veterans' Affairs 
PUB;92411;PUB92411;Administration of Air and Water Resource and Solid Waste Management Programs 
PUB;92412;PUB92412;Administration of Conservation Programs 
PUB;92511;PUB92511;Administration of Housing Programs 
PUB;92512;PUB92512;Administration of Urban Planning and Community and Rural Development 
PUB;92611;PUB92611;Administration of General Economic Programs 
PUB;92612;PUB92612;Regulation and Administration of Transportation Programs 
PUB;92613;PUB92613;Regulation and Administration of Communications- Electric- Gas- and Other Utilities 
PUB;92614;PUB92614;Regulation of Agricultural Marketing and Commodities 
PUB;92615;PUB92615;Regulation- Licensing- and Inspection of Miscellaneous Commercial Sectors 
PUB;92711;PUB92711;Space Research and Technology 
PUB;92811;PUB92811;National Security 
PUB;92812;PUB92812;International Affairs 
PUB;921110;PUB921110;Executive Offices 
PUB;921120;PUB921120;Legislative Bodies 
PUB;921130;PUB921130;Public Finance Activities 
PUB;921140;PUB921140;Executive and Legislative Offices- Combined 
PUB;921150;PUB921150;American Indian and Alaska Native Tribal Governments 
PUB;921190;PUB921190;Other General Government Support 
PUB;922110;PUB922110;Courts 
PUB;922120;PUB922120;Police Protection 
PUB;922130;PUB922130;Legal Counsel and Prosecution 
PUB;922140;PUB922140;Correctional Institutions 
PUB;922150;PUB922150;Parole Offices and Probation Offices 
PUB;922160;PUB922160;Fire Protection 
PUB;922190;PUB922190;Other Justice- Public Order- and Safety Activities 
PUB;923110;PUB923110;Administration of Education Programs 
PUB;923120;PUB923120;Administration of Public Health Programs 
PUB;923130;PUB923130;Administration of Human Resource Programs (except Education- Public Health- and Veterans' Affairs Programs) 
PUB;923140;PUB923140;Administration of Veterans' Affairs 
PUB;924110;PUB924110;Administration of Air and Water Resource and Solid Waste Management Programs 
PUB;924120;PUB924120;Administration of Conservation Programs 
PUB;925110;PUB925110;Administration of Housing Programs 
PUB;925120;PUB925120;Administration of Urban Planning and Community and Rural Development 
PUB;926110;PUB926110;Administration of General Economic Programs 
PUB;926120;PUB926120;Regulation and Administration of Transportation Programs 
PUB;926130;PUB926130;Regulation and Administration of Communications- Electric- Gas- and Other Utilities 
PUB;926140;PUB926140;Regulation of Agricultural Marketing and Commodities 
PUB;926150;PUB926150;Regulation- Licensing- and Inspection of Miscellaneous Commercial Sectors 
PUB;927110;PUB927110;Space Research and Technology 
PUB;928110;PUB928110;National Security 
PUB;928120;PUB928120;International Affairs 
MAN;311;MAN311;Food Manufacturing
MAN;312;MAN312;Beverage and Tobacco ProducManufacturing
MAN;313;MAN313;Textile Mills
MAN;314;MAN314;Textile ProducMills
MAN;315;MAN315;Apparel Manufacturing
MAN;316;MAN316;Leather and Allied ProducManufacturing
MAN;321;MAN321;Wood ProducManufacturing
MAN;322;MAN322;Paper Manufacturing
MAN;323;MAN323;Printing and Related SupporActivities
MAN;324;MAN324;Petroleum and Coal Products Manufacturing
MAN;325;MAN325;Chemical Manufacturing
MAN;326;MAN326;Plastics and Rubber Products Manufacturing
MAN;327;MAN327;Nonmetallic Mineral ProducManufacturing
MAN;331;MAN331;Primary Metal Manufacturing
MAN;332;MAN332;Fabricated Metal ProducManufacturing
MAN;333;MAN333;Machinery Manufacturing
MAN;334;MAN334;Computer and Electronic ProducManufacturing
MAN;335;MAN335;Electrical Equipment- Appliance- and ComponenManufacturing
MAN;336;MAN336;Transportation EquipmenManufacturing
MAN;337;MAN337;Furniture and Related ProducManufacturing
MAN;339;MAN339;Miscellaneous Manufacturing
MAN;3111;MAN3111;Animal Food Manufacturing
MAN;3112;MAN3112;Grain and Oilseed Milling
MAN;3113;MAN3113;Sugar and Confectionery ProducManufacturing
MAN;3114;MAN3114;Fruiand Vegetable Preserving and Specialty Food Manufacturing
MAN;3115;MAN3115;Dairy ProducManufacturing
MAN;3116;MAN3116;Animal Slaughtering and Processing
MAN;3117;MAN3117;Seafood ProducPreparation and Packaging
MAN;3118;MAN3118;Bakeries and Tortilla Manufacturing
MAN;3119;MAN3119;Other Food Manufacturing
MAN;3121;MAN3121;Beverage Manufacturing
MAN;3122;MAN3122;Tobacco Manufacturing
MAN;3131;MAN3131;Fiber- Yarn- and Thread Mills
MAN;3132;MAN3132;Fabric Mills
MAN;3133;MAN3133;Textile and Fabric Finishing and Fabric Coating Mills
MAN;3141;MAN3141;Textile Furnishings Mills
MAN;3149;MAN3149;Other Textile ProducMills
MAN;3151;MAN3151;Apparel Knitting Mills
MAN;3152;MAN3152;Cuand Sew Apparel Manufacturing
MAN;3159;MAN3159;Apparel Accessories and Other Apparel Manufacturing
MAN;3161;MAN3161;Leather and Hide Tanning and Finishing
MAN;3162;MAN3162;Footwear Manufacturing
MAN;3169;MAN3169;Other Leather and Allied ProducManufacturing
MAN;3211;MAN3211;Sawmills and Wood Preservation
MAN;3212;MAN3212;Veneer- Plywood- and Engineered Wood ProducManufacturing
MAN;3219;MAN3219;Other Wood ProducManufacturing
MAN;3221;MAN3221;Pulp- Paper- and Paperboard Mills
MAN;3222;MAN3222;Converted Paper ProducManufacturing
MAN;3231;MAN3231;Printing and Related SupporActivities
MAN;3241;MAN3241;Petroleum and Coal Products Manufacturing
MAN;3251;MAN3251;Basic Chemical Manufacturing
MAN;3252;MAN3252;Resin- Synthetic Rubber- and Artificial and Synthetic Fibers and Filaments Manufacturing
MAN;3253;MAN3253;Pesticide- Fertilizer- and Other Agricultural Chemical Manufacturing
MAN;3254;MAN3254;Pharmaceutical and Medicine Manufacturing
MAN;3255;MAN3255;Paint- Coating- and Adhesive Manufacturing
MAN;3256;MAN3256;Soap- Cleaning Compound- and ToilePreparation Manufacturing
MAN;3259;MAN3259;Other Chemical Producand Preparation Manufacturing
MAN;3261;MAN3261;Plastics ProducManufacturing
MAN;3262;MAN3262;Rubber ProducManufacturing
MAN;3271;MAN3271;Clay Producand Refractory Manufacturing
MAN;3272;MAN3272;Glass and Glass ProducManufacturing
MAN;3273;MAN3273;Cemenand Concrete ProducManufacturing
MAN;3274;MAN3274;Lime and Gypsum ProducManufacturing
MAN;3279;MAN3279;Other Nonmetallic Mineral ProducManufacturing
MAN;3311;MAN3311;Iron and Steel Mills and Ferroalloy Manufacturing
MAN;3312;MAN3312;Steel ProducManufacturing from Purchased Steel
MAN;3313;MAN3313;Alumina and Aluminum Production and Processing
MAN;3314;MAN3314;Nonferrous Metal (excepAluminum) Production and Processing
MAN;3315;MAN3315;Foundries
MAN;3321;MAN3321;Forging and Stamping
MAN;3322;MAN3322;Cutlery and Handtool Manufacturing
MAN;3323;MAN3323;Architectural and Structural Metals Manufacturing
MAN;3324;MAN3324;Boiler- Tank- and Shipping Container Manufacturing
MAN;3325;MAN3325;Hardware Manufacturing
MAN;3326;MAN3326;Spring and Wire ProducManufacturing
MAN;3327;MAN3327;Machine Shops; Turned Product; and Screw- Nut- and BolManufacturing
MAN;3328;MAN3328;Coating- Engraving- HeaTreating- and Allied Activities
MAN;3329;MAN3329;Other Fabricated Metal ProducManufacturing
MAN;3331;MAN3331;Agriculture- Construction- and Mining Machinery Manufacturing
MAN;3332;MAN3332;Industrial Machinery Manufacturing
MAN;3333;MAN3333;Commercial and Service Industry Machinery Manufacturing
MAN;3334;MAN3334;Ventilation- Heating- Air-Conditioning- and Commercial Refrigeration EquipmenManufacturing
MAN;3335;MAN3335;Metalworking Machinery Manufacturing
MAN;3336;MAN3336;Engine- Turbine- and Power Transmission EquipmenManufacturing
MAN;3339;MAN3339;Other General Purpose Machinery Manufacturing
MAN;3341;MAN3341;Computer and Peripheral EquipmenManufacturing
MAN;3342;MAN3342;Communications EquipmenManufacturing
MAN;3343;MAN3343;Audio and Video EquipmenManufacturing
MAN;3344;MAN3344;Semiconductor and Other Electronic ComponenManufacturing
MAN;3345;MAN3345;Navigational- Measuring- Electromedical- and Control Instruments Manufacturing
MAN;3346;MAN3346;Manufacturing and Reproducing Magnetic and Optical Media
MAN;3351;MAN3351;Electric Lighting EquipmenManufacturing
MAN;3352;MAN3352;Household Appliance Manufacturing
MAN;3353;MAN3353;Electrical EquipmenManufacturing
MAN;3359;MAN3359;Other Electrical Equipmenand ComponenManufacturing
MAN;3361;MAN3361;Motor Vehicle Manufacturing
MAN;3362;MAN3362;Motor Vehicle Body and Trailer Manufacturing
MAN;3363;MAN3363;Motor Vehicle Parts Manufacturing
MAN;3364;MAN3364;Aerospace Producand Parts Manufacturing
MAN;3365;MAN3365;Railroad Rolling Stock Manufacturing
MAN;3366;MAN3366;Ship and BoaBuilding
MAN;3369;MAN3369;Other Transportation EquipmenManufacturing
MAN;3371;MAN3371;Household and Institutional Furniture and Kitchen CabineManufacturing
MAN;3372;MAN3372;Office Furniture (including Fixtures) Manufacturing
MAN;3379;MAN3379;Other Furniture Related ProducManufacturing
MAN;3391;MAN3391;Medical Equipmenand Supplies Manufacturing
MAN;3399;MAN3399;Other Miscellaneous Manufacturing
MAN;31111;MAN31111;Animal Food Manufacturing
MAN;31121;MAN31121;Flour Milling and MalManufacturing
MAN;31122;MAN31122;Starch and Vegetable Fats and Oils Manufacturing
MAN;31123;MAN31123;BreakfasCereal Manufacturing
MAN;31131;MAN31131;Sugar Manufacturing
MAN;31134;MAN31134;Nonchocolate Confectionery Manufacturing
MAN;31135;MAN31135;Chocolate and Confectionery Manufacturing
MAN;31141;MAN31141;Frozen Food Manufacturing
MAN;31142;MAN31142;Fruiand Vegetable Canning- Pickling- and Drying
MAN;31151;MAN31151;Dairy Produc(excepFrozen) Manufacturing
MAN;31152;MAN31152;Ice Cream and Frozen DesserManufacturing
MAN;31161;MAN31161;Animal Slaughtering and Processing
MAN;31171;MAN31171;Seafood ProducPreparation and Packaging
MAN;31181;MAN31181;Bread and Bakery ProducManufacturing
MAN;31182;MAN31182;Cookie- Cracker- and Pasta Manufacturing
MAN;31183;MAN31183;Tortilla Manufacturing
MAN;31191;MAN31191;Snack Food Manufacturing
MAN;31192;MAN31192;Coffee and Tea Manufacturing
MAN;31193;MAN31193;Flavoring Syrup and Concentrate Manufacturing
MAN;31194;MAN31194;Seasoning and Dressing Manufacturing
MAN;31199;MAN31199;All Other Food Manufacturing
MAN;31211;MAN31211;SofDrink and Ice Manufacturing
MAN;31212;MAN31212;Breweries
MAN;31213;MAN31213;Wineries
MAN;31214;MAN31214;Distilleries
MAN;31223;MAN31223;Tobacco Manufacturing
MAN;31311;MAN31311;Fiber- Yarn- and Thread Mills
MAN;31321;MAN31321;Broadwoven Fabric Mills
MAN;31322;MAN31322;Narrow Fabric Mills and Schiffli Machine Embroidery
MAN;31323;MAN31323;Nonwoven Fabric Mills
MAN;31324;MAN31324;KniFabric Mills
MAN;31331;MAN31331;Textile and Fabric Finishing Mills
MAN;31332;MAN31332;Fabric Coating Mills
MAN;31411;MAN31411;Carpeand Rug Mills
MAN;31412;MAN31412;Curtain and Linen Mills
MAN;31491;MAN31491;Textile Bag and Canvas Mills
MAN;31499;MAN31499;All Other Textile ProducMills
MAN;31511;MAN31511;Hosiery and Sock Mills
MAN;31519;MAN31519;Other Apparel Knitting Mills
MAN;31521;MAN31521;Cut and Sew Apparel Contractors 
MAN;31522;MAN31522;Men’s and Boys’ Cut and Sew Apparel Manufacturing 
MAN;31524;MAN31524;Women’s- Girls’- and Infants’ Cut and Sew Apparel Manufacturing
MAN;31528;MAN31528;Other Cut and Sew Apparel Manufacturing 
MAN;31599;MAN31599;Apparel Accessories and Other Apparel Manufacturing
MAN;31611;MAN31611;Leather and Hide Tanning and Finishing
MAN;31621;MAN31621;Footwear Manufacturing
MAN;31699;MAN31699;Other Leather and Allied ProducManufacturing
MAN;32111;MAN32111;Sawmills and Wood Preservation
MAN;32121;MAN32121;Veneer- Plywood- and Engineered Wood ProducManufacturing
MAN;32191;MAN32191;Millwork
MAN;32192;MAN32192;Wood Container and PalleManufacturing
MAN;32199;MAN32199;All Other Wood ProducManufacturing
MAN;32211;MAN32211;Pulp Mills
MAN;32212;MAN32212;Paper Mills
MAN;32213;MAN32213;Paperboard Mills
MAN;32221;MAN32221;Paperboard Container Manufacturing
MAN;32222;MAN32222;Paper Bag and Coated and Treated Paper Manufacturing
MAN;32223;MAN32223;Stationery ProducManufacturing
MAN;32229;MAN32229;Other Converted Paper ProducManufacturing
MAN;32311;MAN32311;Printing
MAN;32312;MAN32312;SupporActivities for Printing
MAN;32411;MAN32411;Petroleum Refineries
MAN;32412;MAN32412;AsphalPaving- Roofing- and Saturated Materials Manufacturing
MAN;32419;MAN32419;Other Petroleum and Coal Products Manufacturing
MAN;32511;MAN32511;Petrochemical Manufacturing
MAN;32512;MAN32512;Industrial Gas Manufacturing
MAN;32513;MAN32513;Synthetic Dye and PigmenManufacturing
MAN;32518;MAN32518;Other Basic Inorganic Chemical Manufacturing
MAN;32519;MAN32519;Other Basic Organic Chemical Manufacturing
MAN;32521;MAN32521;Resin and Synthetic Rubber Manufacturing
MAN;32522;MAN32522;Artificial and Synthetic Fibers and Filaments Manufacturing
MAN;32531;MAN32531;Fertilizer Manufacturing
MAN;32532;MAN32532;Pesticide and Other Agricultural Chemical Manufacturing
MAN;32541;MAN32541;Pharmaceutical and Medicine Manufacturing
MAN;32551;MAN32551;Painand Coating Manufacturing
MAN;32552;MAN32552;Adhesive Manufacturing
MAN;32561;MAN32561;Soap and Cleaning Compound Manufacturing
MAN;32562;MAN32562;ToilePreparation Manufacturing
MAN;32591;MAN32591;Printing Ink Manufacturing
MAN;32592;MAN32592;Explosives Manufacturing
MAN;32599;MAN32599;All Other Chemical Producand Preparation Manufacturing
MAN;32611;MAN32611;Plastics Packaging Materials and Unlaminated Film and SheeManufacturing
MAN;32612;MAN32612;Plastics Pipe- Pipe Fitting- and Unlaminated Profile Shape Manufacturing
MAN;32613;MAN32613;Laminated Plastics Plate- Shee(excepPackaging)- and Shape Manufacturing
MAN;32614;MAN32614;Polystyrene Foam ProducManufacturing
MAN;32615;MAN32615;Urethane and Other Foam Produc(excepPolystyrene) Manufacturing
MAN;32616;MAN32616;Plastics Bottle Manufacturing
MAN;32619;MAN32619;Other Plastics ProducManufacturing
MAN;32621;MAN32621;Tire Manufacturing
MAN;32622;MAN32622;Rubber and Plastics Hoses and Belting Manufacturing
MAN;32629;MAN32629;Other Rubber ProducManufacturing
MAN;32711;MAN32711;Pottery- Ceramics- and Plumbing Fixture Manufacturing
MAN;32712;MAN32712;Clay Building Material and Refractories Manufacturing
MAN;32721;MAN32721;Glass and Glass ProducManufacturing
MAN;32731;MAN32731;CemenManufacturing
MAN;32732;MAN32732;Ready-Mix Concrete Manufacturing
MAN;32733;MAN32733;Concrete Pipe- Brick- and Block Manufacturing
MAN;32739;MAN32739;Other Concrete ProducManufacturing
MAN;32741;MAN32741;Lime Manufacturing
MAN;32742;MAN32742;Gypsum ProducManufacturing
MAN;32791;MAN32791;Abrasive ProducManufacturing
MAN;32799;MAN32799;All Other Nonmetallic Mineral ProducManufacturing
MAN;33111;MAN33111;Iron and Steel Mills and Ferroalloy Manufacturing
MAN;33121;MAN33121;Iron and Steel Pipe and Tube Manufacturing from Purchased Steel
MAN;33122;MAN33122;Rolling and Drawing of Purchased Steel
MAN;33131;MAN33131;Alumina and Aluminum Production and Processing
MAN;33141;MAN33141;Nonferrous Metal (excepAluminum) Smelting and Refining
MAN;33142;MAN33142;Copper Rolling- Drawing- Extruding- and Alloying
MAN;33149;MAN33149;Nonferrous Metal (excepCopper and Aluminum) Rolling- Drawing- Extruding- and Alloying
MAN;33151;MAN33151;Ferrous Metal Foundries
MAN;33152;MAN33152;Nonferrous Metal Foundries
MAN;33211;MAN33211;Forging and Stamping
MAN;33221;MAN33221;Cutlery and Handtool Manufacturing
MAN;33231;MAN33231;Plate Work and Fabricated Structural ProducManufacturing
MAN;33232;MAN33232;Ornamental and Architectural Metal Products Manufacturing
MAN;33241;MAN33241;Power Boiler and HeaExchanger Manufacturing
MAN;33242;MAN33242;Metal Tank (Heavy Gauge) Manufacturing
MAN;33243;MAN33243;Metal Can- Box- and Other Metal Container (LighGauge) Manufacturing
MAN;33251;MAN33251;Hardware Manufacturing
MAN;33261;MAN33261;Spring and Wire ProducManufacturing
MAN;33271;MAN33271;Machine Shops
MAN;33272;MAN33272;Turned Producand Screw- Nut- and BolManufacturing
MAN;33281;MAN33281;Coating- Engraving- HeaTreating- and Allied Activities
MAN;33291;MAN33291;Metal Valve Manufacturing
MAN;33299;MAN33299;All Other Fabricated Metal ProducManufacturing
MAN;33311;MAN33311;Agricultural ImplemenManufacturing
MAN;33312;MAN33312;Construction Machinery Manufacturing
MAN;33313;MAN33313;Mining and Oil and Gas Field Machinery Manufacturing
MAN;33324;MAN33324;Industrial Machinery Manufacturing
MAN;33331;MAN33331;Commercial and Service Industry Machinery Manufacturing
MAN;33341;MAN33341;Ventilation- Heating- Air-Conditioning- and Commercial Refrigeration EquipmenManufacturing
MAN;33351;MAN33351;Metalworking Machinery Manufacturing
MAN;33361;MAN33361;Engine- Turbine- and Power Transmission EquipmenManufacturing
MAN;33391;MAN33391;Pump and Compressor Manufacturing
MAN;33392;MAN33392;Material Handling EquipmenManufacturing
MAN;33399;MAN33399;All Other General Purpose Machinery Manufacturing
MAN;33411;MAN33411;Computer and Peripheral EquipmenManufacturing
MAN;33421;MAN33421;Telephone Apparatus Manufacturing
MAN;33422;MAN33422;Radio and Television Broadcasting and Wireless Communications EquipmenManufacturing
MAN;33429;MAN33429;Other Communications EquipmenManufacturing
MAN;33431;MAN33431;Audio and Video EquipmenManufacturing
MAN;33441;MAN33441;Semiconductor and Other Electronic ComponenManufacturing
MAN;33451;MAN33451;Navigational- Measuring- Electromedical- and Control Instruments Manufacturing
MAN;33461;MAN33461;Manufacturing and Reproducing Magnetic and Optical Media
MAN;33511;MAN33511;Electric Lamp Bulb and ParManufacturing
MAN;33512;MAN33512;Lighting Fixture Manufacturing
MAN;33521;MAN33521;Small Electrical Appliance Manufacturing
MAN;33522;MAN33522;Major Household Appliance Manufacturing
MAN;33531;MAN33531;Electrical EquipmenManufacturing
MAN;33591;MAN33591;Battery Manufacturing
MAN;33592;MAN33592;Communication and Energy Wire and Cable Manufacturing
